sentence,label
"Terdapat beberapa tergelak, tetapi tidak ada satu urutan lelucon yang benar-benar berjaya, dan bintang-bintang itu nampaknya berada dalam dua filem yang berbeza.",3
"The Chateau mempunyai satu lelucon yang sangat lucu dan beberapa lelucon lain yang baik, tetapi semua itu adalah filem yang agak lucu, kadang-kadang membosankan, akhirnya tidak signifikan.",2
"Ia membosankan, tanpa semangat, konyol dan monoton: letupan kekacauan yang sangat kuat, tidak akan bergerak dengan cepat.",1
Akhiran yang lembik menjadikan John Q menjadi pemikat filem minggu ini.,4
"Kandungan hanya untuk mengecewakan watak utamanya dan mengeksploitasi kemarahannya - semuanya demi kesucian yang mudah, keseronokan formula dan khutbah yang tidak teratur mengenai perlunya insurans kesihatan negara.",2
"Filem ini ternyata menjadi (Assayas) penghormatan kepada ""tradisi kualiti"" Gallic dalam segala bentuknya yang berkarat.",2
"Mesejnya mempunyai kebaikan dan, di tangan individu yang jujur seperti Nabi Jack, mungkin telah memberi satu atau dua perkara mengenai kehidupan.",2
(Nampaknya) lebih banyak sia-sia dan penggembalaan wang tanpa malu daripada kebanyakan sekuel seram tingkat ketiga.,2
Sukar untuk membayangkan bahawa walaupun kanak-kanak yang sangat kecil akan kagum dengan penat lelah ini.,1
"Sama seperti menakutkan-lucu seperti Tremors dan tidak gementar-lucu seperti Starship Troopers, filem ini tidak sukar untuk diambil selagi anda membayar harga yang rendah.",2
"Sekiranya swimfan menangkapnya, itu mungkin kerana remaja mencari sesuatu untuk membuat mereka ketawa.",2
Apa yang mungkin menjadi eksplorasi menggembirakan segitiga cinta ganjil menjadi penyebaran vektor yang tidak terkoordinasi.,3
"Master of Disguise mungkin telah membuat lakaran Saturday Night Live yang hebat, tetapi filem yang hebat bukan.",2
Ini adalah pencapaian yang cukup untuk menetapkan dan menembak filem di Festival Filem Cannes namun gagal menangkap daya tarikan visualnya atau suasananya.,1
"Boll menggunakan banyak pemotongan cepat dan pencetakan langkah kabur untuk membuat masalah, tetapi dialog yang tidak jelas dan kadang-kadang persembahan yang tidak mencukupi akan menyebabkan kesannya.",1
Selalu mengecewakan apabila sebuah dokumentari gagal memenuhi - atau menawarkan pandangan baru mengenai - topik yang dipilihnya.,1
"Sayangnya, itulah yang dilakukan oleh Asas Keluarga Arthur Dong.",2
Mempunyai tanda septuagenarian;,3
"Seperti sitkom rangkaian kelas sederhana - kebanyakannya tidak menyakitkan hati, sangat menggembirakan, tetapi akhirnya sangat tidak berat sehingga rancangan yang baik di auditorium mungkin meletupkannya dari skrin.",2
Sesuatu pasti hilang dalam terjemahan.,2
Menjadi perkara terakhir yang anda harapkan dari sebuah filem dengan tajuk ini atau sememangnya dari mana-mana filem Plympton: membosankan.,2
"Pada akhirnya, filem ini terasa homogen dan sedikit dibuat-buat, seolah-olah kita melihat kembali masa lalu yang hancur dan jelek dengan kacamata berwarna mawar.",2
Aksi Chan terhad dan sangat dihiasi dengan mengedit sehingga tidak ada rasa aksi atau komedi aksi.,2
Sihir penyokong Rock semakin berkurang.,2
"Hopkins, memenuhi skrin dengan tepat.",5
Tindakan - mekanikal.,2
"""The Tuxedo"" seharusnya menjadi kendaraan untuk Chan yang ""The Mask"" adalah untuk Jim Carrey.",3
"Sayangnya, lelaki yang membuat pakaian.",4
"Bagi penonton filem kasual yang tersandung dalam Peraturan yang mengharapkan potongan American Pie yang dibintangi oleh kanak-kanak dari Dawson's Creek, mereka mungkin akan berlari menjerit.",2
"Masalah terbesar yang saya hadapi (selain kecepatan yang sangat lamban) adalah kita tidak pernah benar-benar melihat Esthernya berkembang sebagai seorang pelakon, walaupun bakatnya semestinya berkembang.",2
Yang membingungkan saya adalah kurangnya penekanan pada muzik dalam filem pertama Britney Spears.,3
"Plot, watak, drama, emosi, idea - semuanya tidak berkaitan dengan pengalaman melihat The Scorpion King.",2
City by the Sea adalah filem keseronokan polis dengan semua dinamika keluarga yang tidak dapat dinikmati.,4
Tetapi bagaimana ia habis walaupun semua itu adalah misteri utama projek ini.,2
"Apa pun pelajaran sentimental, hipokrit mengenai seksisme, warna sebenarnya muncul dalam pelbagai t-shirt basah dan pemandangan.",2
"Sebagai misteri thriller dan pembunuhan remaja hibrid, Murder by Numbers sangat sesuai dengan profilnya.",3
Tidak ada yang lebih menyakitkan daripada filem tidak senonoh yang menganggapnya lucu.,3
"Saya menikmati filem dengan cara yang dangkal, tetapi tidak pernah pasti tujuannya.",4
Sayang sekali ... bahawa bahan ini sangat tinggi.,2
"Tidak memberikan cerita hebat, dan juga aksi yang mencengkam seperti filem Seagal yang lalu.",2
Jenis filem yang membuat anda menggaru-garu kepala kerana kagum dengan kenyataan bahawa begitu banyak orang berbakat dapat mengambil bahagian dalam idea yang kurang bernas dan kurang baik.,1
"Nicks enggan membiarkan Slackers dilihat sebagai filem remaja yang lain, yang bermaksud dia boleh dimaafkan kerana sering mengintip peminat komedi kotor.",4
Tidak ada apa-apa mengenai filem ini - kecuali kemungkinan payudara Elizabeth Hurley - sahih.,1
"Di tengah-tengah klise dan bayangan, Cage mengendalikan tahap realisme santai ... yang secara dinamis dinamis oleh Blethyn.",3
"Sebilangan besarnya, Shafer dan penulis bersama Gregory Hinton tidak mempunyai sudut pandang yang kuat, atau rasa humor.",2
Tidak ada klise yang melarikan diri daripada perlakuan perang geng yang disebut ces Wild.,2
"Eddie Murphy dan Owen Wilson mempunyai perkongsian yang comel dalam I Spy, tetapi filem di sekitar mereka sering kali hampir tidak ada yang membuat pesona mereka tidak melakukan banyak kebaikan.",2
"Tegas ""filem lelaki"" dalam erti kata terburuk.",2
"Ada beberapa bahan yang bagus dalam cerita mereka mengenai pegawai runcit yang menginginkan lebih banyak kehidupan, tetapi filem ini terlalu sering memutar roda dengan situasi yang biasa dan adegan berulang.",2
"Terlalu banyak meminta orang untuk duduk diam selama dua jam dan berganti menonton watak seperti itu, terutama ketika dibuat seperti rata dan tidak sopan seperti Phoenix.",2
Ada sesuatu yang mencurigakan mengenai filem kanak-kanak percutian bermusim ... yang menghasilkan momen graviti emosi yang paling meyakinkan dari adegan di mana Santa memberikan hadiah kepada orang dewasa.,2
"Kita ditinggalkan dengan kisah yang cuba menarik kita, hanya untuk melepaskan semua momen yang salah.",2
"Seperti melodramas biografi seperti itu, ia menderita dari rasa canggung yang disebabkan oleh berpegang pada kekacauan kisah-kisah benar.",1
Tidak ada penebusan mengenai filem ini.,1
"Filem ini mempunyai saat-saatnya, tetapi keduanya hanya sedikit.",2
"Saya cuba memutuskan apa yang paling menjengkelkan saya tentang Tuhan itu Hebat ... Saya Tidak, dan kemudian saya menyedari bahawa saya tidak peduli.",1
Dipengaruhi oleh penulisan yang tidak baik dan mungkin juga oleh sebilangan besar pasca-produksi yang dikerjakan semula untuk mensasarkan filem ini kepada lelaki muda dalam pergolakan testosteron pertama mereka.,1
Memerlukan nilai tinggi untuk keberanian politik tetapi hampir tidak dapat memperoleh prestasi seninya.,3
... menjadi hidup hanya apabila menukar gear ke sentimental.,2
Persembahan terbaik Brosnan bukan Bondish namun gagal mengatasi sentimen manipulasi filem dan stereotaip yang menjengkelkan.,2
"Sebuah filem yang akan sangat dihargai oleh mereka yang sanggup menahan rentaknya yang sangat memilukan, Menunggu Kebahagiaan akhirnya dapat difikirkan tanpa memberi banyak kesan dramatik.",4
"Bagi saya, ini seperti penipuan kejam yang dilakukan oleh lelaki yang mempunyai kecerdasan marginal, dengan idea reaksioner mengenai wanita dan kekurangan empati.",2
Tsai mungkin sering membajak alur yang sama.,3
"Gadget yang mencolok dan urutan pertarungan berputar mungkin terlihat keren, tetapi mereka tidak dapat mengalihkan perhatian dari struktur sokongan yang cacat menahan keseimbangan.",2
ZigZag mungkin lebih kaya dan lebih berhati-hati jika plotnya kurang padat.,2
Bagaimanakah filem yang sejuk ini dapat menyatakan kehangatan dan kerinduan?,2
"Sebenarnya, ia mempunyai inti dari filem porno (tetapi tidak ada nafsu semata-mata).",2
Nicks dan Steinberg sesuai dengan ciptaan mereka sendiri untuk kesempurnaan yang murni - itu memberikan percubaan lama di kolej.,2
Episode II - Attack of the Clones adalah latihan teknologi yang kekurangan jus dan keseronokan.,2
Masalah dengan semua ini: Ia tidak terlalu lucu.,2
(Denis ') narasi telanjang lebih menyerupai garis besar untuk gambar eksploitasi tahun 70-an daripada produk siap.,2
"Pengembara di seluruh peta secara tematik dan gaya, dan banyak meminjam dari Lynch, Jeunet, dan von Trier sambil gagal menemui percikan sendiri.",2
Menonton filem ini yang kurang didramatiskan tetapi terlalu besar seperti menonton transkrip sesi terapi yang dibawa ke kehidupan humdrum oleh beberapa boneka Freudian.,3
Keseluruhan tomfoolery seperti ini adalah soal selera.,2
Mantra di sebalik projek itu seolah-olah itu hanyalah filem anak-anak.,2
"Terjemahan: ""Kami tidak perlu berusaha dengan bersungguh-sungguh.",2
"Dalam semua sejarah filem, hanya sedikit filem yang aneh, tidak dapat dijelaskan dan tidak menyenangkan.",1
"Ia memerlukan masa yang sangat lama, perlahan dan suram untuk mengetahui apa yang dimaksudkan dengan TUCK EVERLASTING.",2
Jadi inilah: Ini mengenai keluarga abadi masam.,3
versi asasnya canggung dari pemerkasaan wanita ringan yang kita tonton selama beberapa dekad,2
Pemuja penulis mungkin akan merasa menarik;,2
"Penulis-pengarah Walter Hill dan penulis bersama David Giler cuba mencipta watak daripada klise yang jelas, tetapi akhirnya menggunakannya sebagai beg meninju.",2
Terdapat undang-undang saintifik yang perlu diperhatikan di sini bahawa pengeluar akan berhati-hati: Filem biasa-biasa saja mulai menyeret sebaik sahaja tindakannya dipercepat;,1
Tembakan cockeyed sepanjang jalan.,2
"Foto yang rimbun dan cantik (ada yang menyarankan agar gambar boleh membuat buku meja kopi yang bagus), tetapi akhirnya anda akan meninggalkan teater dengan tertanya-tanya mengapa orang-orang ini penting.",2
"Malangnya, Foto Satu Jam masih sesuai dengan tajuknya.",1
"Terima kasih banyak kepada Williams, semua perkembangan menarik diproses dalam 60 minit - selebihnya hanyalah pembaziran filem yang terlalu banyak.",1
"Sejuk, Steril Dan Kekurangan Warna Atau Kehangatan.",1
Filem ini dibuat oleh suntingan cepat dan sekejap-sekejap sekilas penonton teater moden yang menyaksikan peristiwa itu berlangsung.,2
Nampaknya ada seseorang yang bergerak.,2
"Untuk filem mengenai letupan dan kematian dan mata-mata, ""Ballistic: Ecks vs. Sever"" nampaknya selamat seperti filem kanak-kanak.",2
"Nah, dalam beberapa perkara itu, rusa ibu malah mati.",2
"Wallace kadangkala agak berat dengan pesannya, dan mempunyai bakat visual yang mengasyikkan puitis untuk selera kita.",3
"Impostor tidak banyak melakukan templatnya, walaupun terdapat pemeran yang sangat kuat.",3
"Melengkapkan dirinya dengan penyamaran komedi gelap dan unik, tetapi tidak pelik seperti yang difikirkannya dan komedinya umumnya bersemangat.",3
Dokumentari Choppy yang terlalu panjang mengenai `` Gaya Hidup.,2
Seseorang melangkah melalui jalan dari filem thriller psikologi yang diduga ini untuk mencari tujuan atau bahkan plot.,1
Sebuah filem yang menekan Herzog yang sudah biasa menjadi fiksyen sejarah yang tipis dan konvensional.,2
Ia adalah fanboy `` bagaimana jika?,3
dihidupkan di layar lebar.,4
Cerita itu sendiri sebenarnya agak kosong.,2
"Ini adalah pengalaman yang menakutkan dan mati rasa untuk ditonton, dan tidak memberikan pandangan apa pun yang belum pernah diperdebatkan secara mendalam di media, pada masa kejayaan Dahmer pada pertengahan tahun 90-an.",2
Tunggu bayaran per tontonan atau sewa tetapi jangan menolak BarberShop.,3
"Di samping beberapa zingers, tulisannya tidak peduli, dan arahan Jordan Brady adalah prosa.",2
"Setiap adegan menyeret, menggarisbawahi yang jelas, dan sentimen di atas.",2
"Alangkah baiknya jika penulis skrip mempunyai khalayak yang dipercayai untuk memahami cerita yang rumit, dan meninggalkan ramalan filem yang dapat diramalkan.",1
Maka hari jadi Nadia mungkin tidak akan menjadi hari yang buruk.,3
Salah satu gambar mewah yang dihasilkan dengan sangat menarik dan menggembirakan yang terus membuat anda mengejutkan dari satu keajaiban visual ke gambar yang lain dengan tergesa-gesa.,3
Nair tidak mempunyai kawalan diri yang diperlukan untuk membimbing sebuah filem yang longgar dan tidak tersusun dengan baik melalui perangkap ketidaksesuaian dan kelebihan.,1
"Dengan bersemangat mengambil perhatian filem remaja masa kini dengan fungsi tubuh, filem Walt Becker menekan semua butang komik yang sesuai secara demografi.",4
Ini adalah komedi Amerika yang paling lucu sejak Graffiti Bridge.,5
"Itu tidak ada watak protagonis yang tidak dapat dibezakan kerana kedua-duanya hanyalah ramuan aktual, yang ditakrifkan oleh kekaburan seperti kanak-kanak dan segelintir kebiasaan.",2
Apa yang dimulakan sebagai kemungkinan kecantikan Amerika Argentina berbau seperti bilik yang ditumpuk dengan bunga-bunga tajam.,1
Pembuat filem projek itu lupa untuk memasukkan sesuatu yang menakutkan kerana mereka tidak lagi menarik Fatal Attraction ke suasana sekolah menengah.,1
"Dalam bahasa penulisan skrip kuno, novel Ms. Shreve terbukti terlalu sukar teks untuk 'menjilat', walaupun ada usaha pemeran kelas pertama.",2
Solondz mungkin satu-satunya yang mentertawakan jenaka itu sendiri,2
"Jahitan adalah sialan yang buruk, jelek dan merosakkan.",1
Tidak ada faktor comel di sini ... Bukan kerana saya keberatan;,1
"Jauh di lubuk hati, saya menyedari realiti keras dari keadaan saya: saya akan meninggalkan teater dengan I.Q yang lebih rendah.",1
Pendek lima belas minit yang sangat lucu melampaui batasannya untuk mengisi filem yang hampir panjang lebar.,3
"Selain kenyataan bahawa filem ini menggunakan laman web feardotcom.com secara bodoh atau persembahan yang tidak wajar dari Stephen Rea yang miskin, filem ini semakin tidak senang dengan kenyataan bahawa hampir mustahil untuk dilihat atau difahami.",1
"Ia tidak baik, tetapi pastinya bukan tanpa pahala sebagai hiburan.",2
"Untuk masa berjalan 100 minit, anda akan sia-sia untuk menayangkan filem.",1
Sebuah karya yang tidak mempunyai tujuan dan nadi yang kuat.,1
Filem keluarga yang lebih pantas.,4
Remaja Atas mungkin menjadi sinis.,2
Anak-anak yang bernombor lebih kecil akan menikmati.,4
"Walaupun filem ini mempunyai pemeran senarai A dan beberapa pemain penyokong yang kuat, kisahnya - seperti tokoh utamanya, Vivi - agak sukar untuk dicintai.",2
Ini adalah drama perjalanan-jalan dengan terlalu banyak putaran yang salah.,1
"Sebilangan besar kisah ikan agak pelik, tetapi ini adalah kisah yang harus dilemparkan kembali ke sungai.",2
"Itu semua tidak lama kemudian, seolah-olah Schwentke memenuhi kuota kasar untuk demografi penonton yang dinanti dan bukannya membentuk bahan yang sesuai dengan cerita.",3
"""Saya menyalahkan semua orang kerana perang,"" (anak perempuan warden) memberitahu ayahnya.",3
Filem ini sedalam sentimen itu.,2
Ini sangat lucu tetapi tidak pernah berlaku.,3
"Saya pernah melihat beberapa pelakon penyanyi yang buruk, tetapi Lil Bow Wow mengambil kek itu.",2
"Dengan pertengahan gambar ini saya mula membencinya, dan, tentu saja, merasa bersalah kerana itu ... Kemudian, keajaiban keajaiban, filem ini melakukan flip-flop.",4
"Untuk semua komplikasi, semuanya dapat diramalkan.",3
Sudah 20 tahun sejak 48 Jam.,3
menjadikan Eddie Murphy sebagai bintang filem dan lelaki itu belum berumur sehari.,4
Tetapi keperibadian sahamnya yang bijak menunjukkan pasti semakin tua.,3
"Sekiranya Deuces Wild mengalami perubahan, itu akan menjadi pengembaraan perkhemahan, salah satu filem yang sangat buruk itu mula menjadi baik.",3
Tetapi tidak.,2
"Untuk filem mengenai aksi, Ultimate X adalah filem layar gergasi paling hebat yang pernah ada, tersekat dalam rentetan gembar-gembur.",2
"... Annie dengan kadar rendah yang memaparkan beberapa kanak-kanak yang tidak boleh bertindak, hanya gema Jordan, dan pelakon pelik Crispin Glover yang mengacaukan sekolah lama.",2
"Ini mungkin bukan animasi tahun 1970-an, tetapi segala yang lain adalah langsung dari kartun Sabtu pagi - kisah mengulangi, penulisan buruk, dan kegilaan lama yang sama.",1
